time,open,high,low,close,Developing Poc,Developing VA High,Developing VA Low,EMA 1,EMA 2,EMA 3,EMA 4,EMA 5,MA 1,MA 5,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Volume,Volume MA,RSI,Histogram,MACD,Signal,Fisher,Trigger,MF,Plot,Plot,MF
1548806400,3395.74,3459.41,3372.97,3437.55,NaN,NaN,NaN,3576.6168563186875,3843.9597019433118,4222.005135558638,5258.918426486801,5899.484518207953,3666.7712000000056,5587.751449999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8513.92739,8295.44806849999,39.6636544907907,NaN,NaN,NaN,-1.7862998181284642,-1.7946534271292092,NaN,320.45220363744284,414.55228660194865,0.030246179933615742
1548892800,3437.55,3473.4,3396.74,3411.5,NaN,NaN,NaN,3561.6062330169884,3828.5147125881936,4203.993910324002,5240.536153586435,5886.320578958176,3666.396400000006,5573.065299999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7405.29989,7941.237489499991,38.46513136680951,NaN,NaN,NaN,-1.8658496338448123,-1.7862998181284642,NaN,496.4920352202439,426.25796497599083,0.006316074117375426
1548979200,3411.5,3458.26,3369.62,3437.5,NaN,NaN,NaN,3550.323848197262,3814.5499014243296,4186.9607123168025,5222.595495341794,5873.363856318186,3669.846400000006,5556.608749999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8796.5774,8091.385152499992,40.400857901393756,NaN,NaN,NaN,-1.7358847659761993,-1.8658496338448123,NaN,308.3482421384433,409.4137188563412,0.02249092371869755
1549065600,3437.5,3483.25,3414.49,3468.43,NaN,NaN,NaN,3542.878952906602,3802.1884763734606,4170.993363154207,5205.141112303567,5860.6393385598885,3675.300800000006,5537.375849999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3967.9587,7875.345147999991,42.70970431716096,NaN,NaN,NaN,-1.3219812006195146,-1.7358847659761993,NaN,410.187468648483,409.5242545409329,0.068597996476526
1549152000,3468.43,3471.76,3386.45,3414.78,NaN,NaN,NaN,3531.2335935514566,3788.352459360123,4154.18862175078,5187.326573872686,5847.698283858514,3679.936400000006,5517.554799999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4606.70527,7543.611537999992,39.8275754516557,NaN,NaN,NaN,-1.1501398691206322,-1.3219812006195146,NaN,318.19811407006296,396.4776630450943,0.0214869704463042
1549238400,3415.69,3435,3395.1,3409.57,NaN,NaN,NaN,3520.1732668649606,3774.8245143829754,4137.64154126743,5169.637453734649,5834.798134208469,3684.227800000006,5497.252599999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6032.753,7300.515127999992,39.54846943975675,NaN,NaN,NaN,-1.1527053606697755,-1.1501398691206322,NaN,203.35534520525425,368.88876049654573,0.042332575486893405
1549324800,3409.57,3429.46,3400,3428.4,NaN,NaN,NaN,3511.8302426045097,3762.452210297869,4121.880618128153,5152.311707926344,5822.065868948106,3682.8594000000057,5477.722299999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6385.3924,7175.050972999992,41.15357171553381,NaN,NaN,NaN,-1.083719796093108,-1.1527053606697755,NaN,364.63027954305517,368.2804060746185,0.09741460051748725
1549411200,3428.41,3441,3340.8,3367.36,NaN,NaN,NaN,3498.696584185918,3748.341774215802,4105.113493280861,5134.550994414639,5809.0780072076395,3676.851200000006,5457.519099999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9813.314,7219.479782499993,37.662539196317155,NaN,NaN,NaN,-1.3059625179424945,-1.083719796093108,NaN,163.3995362123353,339.0117103800066,0.020495403540841176
1549497600,3366,3383.14,3352.01,3359,NaN,NaN,NaN,3485.9968947144707,3734.4367108509523,4088.5331934301753,5116.883820340861,5796.114631508128,3670.3810000000058,5437.325099999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8613.80855,7351.3010409999915,37.19713289089959,NaN,NaN,NaN,-1.6518921547027101,-1.3059625179424945,NaN,5.81404954897198,291.41204454700164,-0.006933085993014885
1549584000,3358.99,3711,3344,3621.99,NaN,NaN,NaN,3498.3599042858823,3730.4207568919896,4078.165566909505,5102.009254964335,5784.611326579513,3661.3140000000053,5416.834599999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17649.55367,7930.3514244999915,55.730217111566446,NaN,NaN,NaN,-1.0078888478754076,-1.6518921547027101,NaN,425.3143657773858,310.5409475799137,0.052181069560756264
1549670400,3622,3644.08,3597,3623.73,NaN,NaN,NaN,3509.7571857144385,3726.610372717276,4068.0669987559604,5087.300008646282,5773.178092047347,3657.007400000006,5393.025749999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5155.56165,7816.64350099999,55.82310479139158,NaN,NaN,NaN,-0.2913736097610341,-1.0078888478754076,NaN,538.1208153773467,343.05235726526126,0.08134901917147734
1549756800,3623.73,3654.28,3578.59,3648.84,NaN,NaN,NaN,3522.4010779222167,3723.8328594059444,4058.75084322805,5072.986973734378,5761.93820796244,3650.375000000006,5370.484199999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5364.09361,7760.15279099999,57.21816290870473,NaN,NaN,NaN,0.3647883562511563,-0.2913736097610341,NaN,644.0529338700105,386.0524396373683,0.10784213862038657
1549843200,3648.85,3652,3579.38,3590.36,NaN,NaN,NaN,3528.5791617474697,3719.0659715700176,4048.3421578229822,5058.234466533041,5750.4483761742795,3643.2836000000057,5348.776049999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8819.23577,7718.184496499991,53.01889917427154,NaN,NaN,NaN,0.7477567478229892,0.3647883562511563,NaN,435.1218060426876,393.06234912384247,0.02913126978693777
1549929600,3590.36,3618.77,3550,3588.06,NaN,NaN,NaN,3533.986510679518,3714.3871868710885,4038.1136654269158,5043.605864875996,5739.007167834733,3634.3648000000057,5325.795299999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8347.13429,7725.34054599999,52.85460309005048,NaN,NaN,NaN,0.9704424866393104,0.7477567478229892,NaN,254.39349234245265,373.2525124407868,0.053637710664232015
1550016000,3588.06,3627.99,3562.98,3576.68,NaN,NaN,NaN,3537.86773698138,3709.469073054264,4027.859583972984,5029.009587613548,5727.566283348835,3630.2984000000056,5302.534199999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7025.0331,7785.2424794999915,51.99605230860956,NaN,NaN,NaN,1.066873435156165,0.9704424866393104,NaN,418.9626767285811,379.7825359104717,0.0202853840887878
1550102400,3576.69,3589,3535.1,3561.5,NaN,NaN,NaN,3540.016124528527,3704.1844633023256,4017.4960376624736,5014.407502164658,5716.105615182968,3625.330800000005,5279.259999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6197.4146,7753.41470449999,50.81041966837799,NaN,NaN,NaN,0.5544295116433222,1.066873435156165,NaN,284.39310145774766,366.15547384579685,-0.0032191883233463133
1550188800,3561.49,3620.22,3545.89,3566.59,NaN,NaN,NaN,3542.4319313895703,3699.2703753272426,4007.4759034921963,5000.001357864512,5704.732516689936,3624.864800000005,5256.242899999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7446.9366,7845.61964449999,51.212138555381195,NaN,NaN,NaN,-0.007727895370924942,0.5544295116433222,NaN,453.8432008769028,378.6822919930977,0.0017544710518243543
1550275200,3566.59,3607.36,3565.5,3582.37,NaN,NaN,NaN,3546.0626648996094,3695.0953619226984,3998.029105636814,4985.895573209144,5693.503085384698,3618.751000000005,5235.5184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4351.58939,7848.87948899999,52.50708515128045,NaN,NaN,NaN,-0.37868265991563854,-0.007727895370924942,NaN,540.6493853368144,401.8204481850572,-0.012160322026706305
1550361600,3582.37,3675,3557.43,3625.08,NaN,NaN,NaN,3553.246058999645,3692.594813282602,3989.7413477337736,4972.355119744376,5682.55904789589,3616.6664000000046,5215.62385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6402.12696,7480.20723699999,55.91754619803425,NaN,NaN,NaN,-0.09909067518484292,-0.37868265991563854,NaN,662.4088756971281,439.04736640106734,0.022146461707813158
1550448000,3625.08,3917,3616.18,3867,NaN,NaN,NaN,3581.769144545132,3698.8235699510806,3987.013762228579,4961.356561338959,5672.95291536734,3617.426400000005,5197.28925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16895.18208,7889.479915999989,69.34540438045386,NaN,NaN,NaN,0.36261363113064543,-0.09909067518484292,NaN,996.6099427171744,518.6991630176541,0.08228133650688357
1550534400,3867,3969.54,3841.54,3888.01,NaN,NaN,NaN,3609.609222313756,3705.5802281671135,3984.813678623499,4950.676496052004,5663.508772957989,3621.349400000005,5179.6589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14845.2566,8206.04637649999,70.19453756009396,NaN,NaN,NaN,0.8612829490600138,0.36261363113064543,NaN,1254.4992240941408,623.8134574571521,0.028693564314123985
1550620800,3888.37,3967.19,3867.13,3938.99,NaN,NaN,NaN,3639.552929376142,3713.9162914468593,3983.795374654088,4940.609963752979,5654.3843350058305,3623.607200000005,5164.32885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8929.2067,8282.24171699999,72.2063360764757,NaN,NaN,NaN,1.3515090845801596,0.8612829490600138,NaN,1359.6352479295374,728.9308560960643,0.07944140178788965
1550707200,3939,3988,3869.45,3897.71,NaN,NaN,NaN,3663.0217539783107,3720.4803524666145,3981.8823663284415,4930.2328496857845,5645.089761804741,3623.7456000000047,5148.66735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8806.91795,8282.75874449999,68.19258605928361,NaN,NaN,NaN,1.6339392285522223,1.3515090845801596,NaN,1072.388624553496,777.9962515899831,0.023390604887647687
1550793600,3897.71,3956.43,3886.15,3942.02,NaN,NaN,NaN,3688.3852308893734,3728.392482735664,3980.996535965587,4920.399886007319,5636.078810684081,3626.8346000000042,5133.68745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7667.23336,8467.72247749999,70.11303835225975,NaN,NaN,NaN,1.9991002012183516,1.6339392285522223,NaN,1162.0576641788427,832.8621676741059,0.036257463951263426
1550880000,3942.02,4156.1,3911.3,4110,NaN,NaN,NaN,3726.713846263067,3742.021322637962,3983.8632796107963,4912.3362055495345,5628.0043196222605,3632.6296000000043,5120.64635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10844.9787,8779.63614899999,76.02328225154685,NaN,NaN,NaN,2.3971967713683036,1.9991002012183516,NaN,1309.3062877684613,900.9256134018709,0.08228041615223405
1550966400,4110,4188.79,3712.84,3734.22,NaN,NaN,NaN,3727.3962238755153,3741.74270397232,3978.3156511750008,4900.613656240584,5617.984296767117,3631.3416000000043,5107.90495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17001.33046,9328.065021999992,51.49185014779193,NaN,NaN,NaN,1.4677595009961104,2.3971967713683036,NaN,843.8036537713319,892.7653334546511,0.0033825439247389464
1551052800,3734.23,3860,3731.09,3818.79,NaN,NaN,NaN,3735.704748977741,3744.494393116166,3974.770636704445,4889.849241750628,5608.464750223376,3626.897600000005,5094.2666500000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11160.93028,9566.84191599999,55.01034034911183,NaN,NaN,NaN,0.7285194809575364,1.4677595009961104,NaN,544.005643139715,842.9425205525174,-0.006636286520200251
